Artist|Title|Lyrics

Snoop Dogg|Vato|"  [Snoop Dogg] Man don't you know that I'm loco  Uh-huh, hmm... I was chillin, right around my way (way!) 21st eastside of the Beach This motherfucker ran up on me Talkin shit with his homies like he was a straight.. G Askin where I'm from while he runnin up Gangbang, my set on e'ry one of 'em (true) Some things, sons they just won't change Fools don't respect nuttin but the gangbang (bang!) What's seen is what's saw, Dogg is the law I have you niggas runnin like a marathon Little G's tryna creep, on the East with it Talkin 'bout they gon' get my chain and they gon' leave with it (nmm hmm!) But they don't know once they get close It's Tic-Tac Toe, three motherfuckers laid on the floor (watch out!) Yeah, this happened yesterday On the West they spray - I heard the ese say, he said...  [Hook: B-Real] + (Snoop Dogg) Vato, you won't believe what I saw I saw these pack of guys and they act real hard (and what they do?) They twist the fingers and said, ""You know who we are"" He said, ""I don't give a fuck, I'm Snoop Doggy Dogg"" (uh huh!) They keep buckin and it went too far So Snoopy, he went straight to the trunk of his car (and what he get?) He got his gun and they start runnin' hard He started firing and then he just charged  [Break 2X: Snoop Dogg] (BLAOWW!) Run nigga, run nigga! (BLAOWW!) Duck nigga, duck nigga! (BLAOWW!) Run, motherfucker run! (BLAOWW!) Run, motherfucker run!  [Snoop Dogg] I didn't mean to hit what I hit Now that's three motherfuckers dead now I ain't seen shit But these niggas'll scream for plea But for a G like me, it's just a case really you could see I crack the Mac back and pop off rollin And smack ya neck back, ya drop off, fallin I haven't seen my momma in a week And she ain't even ran her mouth about me Fuck that, I ain't give a fuck about the law Niggas say they wanna brawl, you would think that they were brawlers Believing all the things that you never saw In it y'all, been a Dogg, smoke you like a Menthol You think you know? But this can't go You think you'll blow? On my door? What the fuck yo! See these niggas proceed to speed So fulfill the need to leave or you'll hear my enemies goin...  [Hook] + [Break]  [Snoop Dogg] I wouldn't be the nigga that I am If I didn't pop niggas in their mouth God... damn! And Snoop'll keep one foot on the streets And leave 'em covered in sheets, run with them niggas with the heat You never seen a thug like dis You never seen a dub like me And I ain't weak for wanting peace In fact I could be ""Beast of the East"" motherfucker! I never hesitate to blaze (blaze!) A nigga really tryna change his ways We gotta move my team, cause my peoples Is screaming that we need more for fun or it's illegal Put the bang on the song, make it feel like a drive-by (drive-by!) It's a shame but somebody's gotta die (die!) They see it happens state-to-state But when I'm mobbin L.A., all I hear the ese's say - they go...  [Hook] + [Break]  [Snoop Dogg and Pharrell] Snoop Dogg, him bust gunshots Skateboard P, they say him bust gunshots DPG, them bust gunshots BBC, you know them bust gunshots (come again, now!) Snoop Dogg, him bust gunshots Skateboard P, you know him bust gunshots (come again, now!) BBC, them bust gunshots DPGC, you know them bust gunshots (come again, now!)  [A girl speaking] I'm tired of hearin all that bullshit When you gon' play some of that good shit... damn I mean give me some like a...  "

Lil Wayne|Love Me|"  [Pre-Hook: Future] I'm on that good kush and alcohol I got some down bitches I can call I don't know what I would do without y'all I'ma ball 'til the day I fall  [Hook: Drake] Yeah, long as my bitches love me (yeah, yeah) I can give a fuck 'bout no hater Long as my bitches love me I can give a fuck 'bout no niggas Long as these bitches love me  [Verse 1: Lil Wayne] Uh, pussy-ass nigga, stop hatin' Lil Tunechi got that fire And these hoes love me like Satan, man Fuck with me and get bodied And all she eat is dick; she's on a strict diet That's my baby, with no makeup she a ten And she the best with that head Even better then Karrine She don't want money She want the time that we could spend She said: ""‘Cause I really need somebody So tell me you're that somebody."" Girl, I fuck who I want, and fuck who I don't! Got that A1 credit, that's that filet mignon She said: ""I never want to make you mad I just want to make you proud."" I said: ""Baby, just make me cum, then don't make a sound.""  [Pre-Hook: Future] I'm on that good kush and alcohol I got some down bitches I can call I don't know what I would do without y'all I'ma ball 'til the day I fall  [Hook: Drake] Yeah, long as my bitches love me (yeah, yeah) I can give a fuck 'bout no hater Long as my bitches love me I can give a fuck 'bout no niggas Long as these bitches love me  [Verse 2: Lil Wayne] Real nigga, fuck these haters! These hoes got pussies like craters Can't treat these hoes like ladies, maaaan Pussy, money, weed, codeine She said my dick feel like morphine I hope my name taste like sardines to these niggas She wake up, eat this dick Call that breakfast in bed, $69.96 I feel her heartbeat, I chest-to-chest with this bitch Now turn around, face down; I'm arrestin' this bitch All my bitches love me, and I love all my bitches But it's like as soon as I cum, I come to my senses And I would say these hoes' names But then I would be snitchin' And these haters try to knock me But they can't knock me off the hinges; Lil Tunechi!  [Pre-Hook: Future] I'm on that good kush and alcohol I got some down bitches I can call I don't know what I would do without y'all I'ma ball 'til the day I fall  [Hook: Drake] Yeah, long as my bitches love me (yeah, yeah) I can give a fuck 'bout no hater Long as my bitches love me I can give a fuck 'bout no niggas Long as these bitches love me  [Bridge: Lil Wayne] I lost a few good bitches Met some more bad bitches And I be schooling them niggas Pose for your class picture Now kiss my ass if you hating I'm getting ass, or I'm skating I lost a few good bitches Met some more bad bitches And I be schooling them niggas Pose for your class picture Now kiss my ass if you hating I'm getting ass, or I'm skating, bitch!  [Pre-Hook: Future] I'm on that good kush and alcohol I got some down bitches I can call I don't know what I would do without y'all I'ma ball 'til the day I fall  [Hook: Drake] Yeah, long as my bitches love me (yeah, yeah) I can give a fuck 'bout no hater Long as my bitches love me I can give a fuck 'bout no niggas Long as these bitches love me  "

Lil Wayne|Believe Me|"  [Produced by Boi-1da and Vinylz]  [Hook: Drake] I'm the only one that get the job done I don't know a nigga that could cover for me Yeah, got some game from my dad He said she might say she love me She don't love me like she say she love me Believe me, believe me I'm that nigga, boy they love me in the streets I'm not tryna find nobody else to beat I'm the one they come to see because they all Believe me  [Verse 1: Drake] Yeah, rip, rip rip It's been me and Young Tune off the rip That's the man that put me in this shit If a nigga fuck with him, I'll put him down quick Got a verse for anybody wanna talk about the clique I've been takin' shit light, you don't wanna hear me trip God damn, do y'all really know who y'all fuckin' with? Yeah, I mean you can't blame me for wonderin' Doesn't matter, could be winter or the summer On the road, I do One Direction numbers, I don't fuckin' miss Yeah, Stunna and Mack know When Wayne was gone for eight months, we put this thing up on our back And I was snappin' off on every single track though Collect call from the boss like where we at though I was like, ""Hah, it's our time, nigga"" He left Rikers in a Phantom, that's my nigga And I'll been rockin' with the team 'til Carter IX And we YMCMB, waitin' on somebody to try us, nigga Yeah  [Hook: Drake] I'm the only one that get the job done I don't know a nigga that could cover for me Yeah, got some game from my dad He said she might say she love me She don't love me like she say she love me Believe me, believe me I'm that nigga, boy they love me in the streets I'm not tryna find nobody else to beat I'm the one they come to see because they all Believe me  [Verse 2: Lil Wayne] Lord knows I'll murk one of these niggas, yeah His and hers Ferraris, nigga One for me, one for my daughter, nigga Waitin' for someone to test me like a Harvard nigga I tote a 223, two Michael Jordans, nigga Come on, fight these shell cases like a lawyer, nigga Find out where you stay, and act like we found some oil, nigga Out of duct tape so when he prayin' I ignore the nigga All I gotta say is ""sayonara, nigga"" Drop dead gorgeous but the bitch ain't dyin' for a nigga Where the real queens at? Shout out Capone and Noreaga We can shoot it out and see who live to tell the story later Diamonds in my Rollie face cannot be exfoliated They think I'm associated, I'm the one that orchestrated Yayo get her ass whipped, whip that ass like horses racin' Ain't 'bout what you walk away from, it's 'bout what you walk away with Dead Presidents, them coffins vacant I must be doin' somethin'  [Hook: Drake] I'm the only one that get the job done I don't know a nigga that could cover for me Yeah, got some game from my dad He said she might say she love me She don't love me like she say she love me Believe me, believe me I'm that nigga, boy they love me in the streets I'm not tryna find nobody else to beat I'm the one they come to see because they all Believe me  [Verse 3: Drake] Had to get it poppin' off the rip Rich young nigga that ain't never had to trick Slim Thug flow but you know I like 'em thick If she get a job at DOA, I drop her off a tip I had to get it poppin' off the rip I'm the one they tell yah been reppin' in the 6 Come into the city and yah niggas get to trippin' We'll take yah to the Scarborough Bluff and drop you off a cliff Well damn, just be happy for the man Nirvana, Coldplay, nigga got bands Ink from the money, got it all over my hands Goin' out to Houston, spendin' all of my advance V Live just took me for a cheque ""Drake you know I love you, you just took me outta debt"" Yes, right now you are lookin' at the best Mothafuck award shows and mothafuck the press like that  [Verse 4: Lil Wayne] Mothafuck the rest When they jumped off the porch, I was stumblin' up the steps I'd give what I collect before I give up my connect It'd be a cold day in Hell, icicles made of sweat One finger, slidin' 'cross my neck Niggas know what that mean like they deaf Nigga I'll fire this nina like it's her first day On the job and the bitch overslept Tune stay humble, nigga I'm a king Need a horn and a drumroll They throw mothafuckin' roses at my feet, nigga I don't step on one rose I'm the only one that get the job done I don't know a nigga that can cover for me Tape a couple kilos to the bitch stomach She look like she got a bun in the oven from me Preheat, believe me All you gotta do is pay me every week I had these bitches havin' babies every week I'm the nigga, see me skatin' in the streets Gone  [Outro: Drake] Rip rip, nigga  "

Lil Wayne|Rich As Fuck|  [Verse 1: Lil Wayne] Uh, AK on my nightstand Right next to that Bible But I swear with these fifty shots I'll shoot it out with 5-0 Pockets gettin' too fat No Weight Watchers, no lipo Money talks, bullshit walks On a motherfucking tightrope And I make that pussy tap out I knock that pussy out cold Nigga you'll get beat the crap out But that's just how the dice roll These hoes want that hose pipe So I give all these hoes pipe She get on that dick and stay on, all night Like porch lights Let's do it, fuck talkin' We out here, we ballin' And I'm spraying at these rusty niggas Like WD-40 We fucked up, we Truk'd up No if, ands, or butt-fucks Bitch niggas go behind your back Like nunchucks And that's fucked up But my hoes down, my cups up My niggas down for whatever These bitches think they're too fly Well tell them hoes I pluck feathers I'm Tunechi, Young Tunechi I wear Trukfit, fuck Gucci She's blowing kisses at me With her pussy lips, smooches And that's 2 Chainz  [Hook: 2 Chainz & Lil Wayne] Look at you, now look at us... All my niggas look rich as fuck All my niggas live rich as fuck All my niggas look rich as fuck! Look at you, now look at us... All my niggas look rich as fuck All my niggas live rich as fuck All my niggas look rich as fuck!  [Verse 2: Lil Wayne] Never talk to the cops, I don't speak Pig Latin I turnt a penny to a motherfuckin Janet Jackson Tell the bitches that be hatin I ain't got no worries I just wanna hit and run like I ain't got insurance Ho, what's yo name? What's yo sign? Zodiac Killer All rats gotta die, even Master Splinter Yeah, murder, 187 I be killing them bitches, I hope all dogs go to heaven And I got Xanax, Percocet, Promethazine with Codeine Call me Mr. Sandman, I'm sellin all these hoes dreams Got a white girl with big titties, flat-ass TV screen I keep a bad bitch, call me the B.B. King And you know I got that mouth out her Then put that bitch out like a house fire I'm killing these hoes like Michael Myers I eat that cat just like a lion And I can't trust none of these niggas Can't trust none of these hoes And I see your girl when I want, I got that ho TiVo'd Got a red-ass bitch with a red-ass pussy Nigga try me, that's a dead-ass pussy Since y'all motherfuckers so blind to the fact To tell you the truth, I don't care who's lookin All I know is I love my bitch And pussy feel just like heaven on earth Six feet deep, dick shovelin' the dirt R.I.P. — Rest In Pussy Light that shit, then pass that shit We gon get so smoked out And then I went got locked up Every night I dreamt I broke out One time for them pussy niggas That's that shit I don't like We eatin over here nigga Fuck around and have a food fight And that's 2 Chainz  [Hook: 2 Chainz & Lil Wayne] Look at you, now look at us... All my niggas look rich as fuck All my niggas live rich as fuck All my niggas look rich as fuck! Look at you, now look at us... All my niggas look rich as fuck All my niggas live rich as fuck All my niggas look rich as fuck!  [Outro: Lil Wayne] And your nigga a ho  

Lil Wayne|No Frauds|"  [Intro] M-M-Murda  [Pre-Hook: Nicki Minaj] I don't need no, frauds I don't need no, drama when you call I don't need no, fake Soon as I wake up keep an eye out for the snakes, yeah  [Hook: Nicki Minaj] 'Cause I don't need no, fraud I don't no, drama when you call I don't need no, lies Pick a side, pick a side I took the price, and lift that bitch up I took the ice, let me lift my wrist up I took the price, and lift that bitch up I took the ice, let me lift my wrist up  [Verse 1: Nicki Minaj] Aye yo, throw your wrist-es up, all my bitches up These niggas is pussier than what? All them dicks is up All my real niggas down to ride, throw your GSXRs up I ain't in the projects, but all my bricks is up, rrrr You can't be Pablo if your work ain't sellin' What the fuck is this bitch inhalin'? I woulda helped you out that pit you fell in I am the generous queen! Ask Ms. Ellen Tried to drop ""Another One"", you was itchin' to scrap You exposed your ghostwriter, now you wish it was scrapped Heard your pussy on yuck, I guess you needed a Pap What type of bum bitch shoot a friend over a rack? What type of mother leave her one son over a stack? Lil Boogie down basic bitch thinkin' she back Back to back, oh you mean, back to wack? ""Back to Back""? Me and Drizzy laughed at that They say numbers don't matter but when they discussin' the kings They turn around and say Lebron ain't got six rings I never signed a 360, bitch you wild dumb That's why Jay ain't clear his verse for your album Sheneneh, you a fraud committin' perjury I got before and after pictures of your surgery Rah took you to her doc, but you don't look like Rah Left the operating table, still look like ""nah""  [Hook: Nicki Minaj] 'Cause I don't need no, frauds I don't need no, drama when you call I don't need no, lies Pick a side, pick a side I took the price, and lift that bitch up I took the ice, let me lift my wrist up I took the price, yeah, and lift that bitch up I took the ice, let me lift my wrist up  [Verse 2: Drake] Yeah, yeah, never been no fraud Why do niggas that are not involved love to get involved? Why do niggas claim the streets and act just like the law? Riddles that I cannot seem to solve, man Cristal, come at me, Weezy F and Nick All come and spoke about your shit in '15 Man, I know you niggas saw this one comin' My net worth sound like *grrrrrr* But they don't pay in cash Niggas see me like, ""What up, Killa?"" Man, please stop bringin' up my past I'd really love to leave that behind Sometimes I ask God, ""Man, why him?"" Like the team that I would never leave behind I really gotta ease off the wine Which is funny because I just saw Nick the other day And she keeps getting finer over time I just know  [Hook: Nicki Minaj] I don't need no, frauds I don't need no, drama when you call I don't need no, lies Pick a side, pick a side I took the price, and lift that bitch up I took the ice, let me lift my wrist up I took the price, yeah, and lift that bitch up I took the ice, let me lift my wrist up  [Verse 3: Lil Wayne] Uh, I am not a fraud, YM, I'm the god They don't make 'em like me no more, man, I'm a dinosaur Blunt be tight as biker shorts, twisted like some handlebars Lil' Tune out a cartoon or Avatar I just looked in the mirror like, ""Alright, alright, alright"" I would let that little nigga right there fuck my wife, word I don't need no fraud bitches in and out my life, word In and out my pockets and then in and out of sight, word I don't need no drama, I just need some nana Just told my lil' mama, ""Babe, I think I love you, kinda"" Feelin' like Tune-y Montana, Weezy, he get honored Drake a headliner, and Nicki, she get finer, word  "

Lil Wayne|6 Foot 7 Foot|"  [Produced by Bangladesh]  [Hook] Six-foot, seven-foot, eight-foot bunch Six-foot, seven-foot, eight-foot bunch  [Verse 1: Lil Wayne] Excuse my charisma, vodka with a spritzer Swagger down pat; call my shit Patricia Young Money militia and I am the commissioner You no wan' start Weezy ‘cause the 'F' is for finisher So misunderstood, but what's a world without enigma? Two bitches at the same time; synchronized swimmers Got the girl twisted ‘cause she open when you twist her Never met the bitch, but I fuck her like I missed her Life is the bitch, and death is her sister Sleep is the cousin—what a fuckin' family picture! You know Father Time, and we all know Mother Nature It's all in the family, but I am of no relation No matter who's buyin', I'm a celebration Black and white diamonds; fuck segregation! Fuck that shit, my money up, you niggas just Honey Nut Young Money runnin' shit, and you niggas just runner-ups I don't feel I done enough, so I'ma keep on doin' this shit Lil Tunechi or Young Tuna Fish  [Hook] Six-foot, seven-foot, eight-foot bunch Six-foot, seven-foot, eight-foot bunch  I'm goin' back in…  [Verse 2: Lil Wayne] Okay, I lost my mind, it's somewhere out there stranded I think you stand under me if you don't understand me Had my heart broken by this woman named Tammy But hoes gon' be hoes, so I couldn't blame Tammy Just talked to Moms, told her she the sweetest I beat the beat up; call it self-defense Swear, man, I be seein' through these niggas like sequins Niggas think they He-Men, pow, pow, the end Talkin' to myself because I am my own consultant Married to the money, fuck the world; that's adultery You full of shit, you close your mouth and let yo' ass talk Young Money eatin', all you haters do is add salt Stop playin', bitch, I got this game on deadbolt Mind so sharp I fuck around and cut my head off Real nigga all day and tomorrow But these motherfuckers talkin' crazy like they jaw broke Glass half empty, half full, I'll spill ya Try me and run into a wall; outfielder You know I'ma ball 'til they turn off the field lights The fruits of my labor, I enjoy 'em while they still ripe Bitch, stop playin', I do it like a king do If these niggas animals, then I'ma have a mink soon Tell 'em bitches I say put my name on the wall I speak the truth, but I guess that's a foreign language to y'all And I call it like I see it, and my glasses on But most of y'all don't get the picture 'less the flash is on Satisfied with nothin', you don't know the half of it Young Money, Cash Money Paper chasin', tell that paper, ""Look, I'm right behind ya"" Bitch, real Gs move in silence like lasagna People say I'm borderline crazy, sorta kinda Woman of my dreams, I don't sleep so I can't find her You niggas are gelatin, peanuts to an elephant I got through that sentence like a subject and a predicate Yeah, with a swag you would kill for Money too strong; pockets on bodybuilder Jumped in a wishin' well, now wish me well Tell 'em kiss my ass, call it kiss and tell  [Verse 3: Cory Gunz] Word to my mama, I'm out of my lima bean Don't wanna see what that drama mean Get some Dramamine Llama scream, hotter than summer sun on a Ghana queen Now all I want is hits, bitch, Wayne signed a fiend I played the side for you niggas that's tryna front, and see Son of Gun, Son of Sam, you nigga's the son of me Pause for this dumber speech, I glow like Buddha Disturb me, and you'll be all over the flo' like Luda Bitch, I flow like scuba, bitch, I'm bold like Cuba And I keep a killer ho, she gon' blow right through ya I be mackin', 'bout my stackin', now I pack like a mover Shout to ratchet for backin' out on behalf of my shooter Niggas think they high as I, I come laugh at your ruler Cash Money cold, bitch, but our actions is cooler Wayne, these niggas out they mind I done told these fuck niggas so many times That I keep them bucks steady on my mind Tuck these, I fuck these on your mind, pause To feed them, on my grind, did I get a little love Keep throwin' my sign in the middle Hit 'em up, piece on my side ‘Cause ain't no peace on my side, bitch I'm a man, I visit urinals with pride Tune told me to, I'm shootin' when the funeral outside I'm uptown, thoroughbred, a BX nigga, ya heard? Gunna  "

Lil Wayne|She Will|"  [Verse 1: Lil Wayne] I tell her, ""Now go and pop that pussy for a real nigga!"" I already know that life is deep, but I still dig her Niggas is jealous, but really I could care less I'm in Hell's Kitchen with an apron and a hairnet Devil on my shoulder, the Lord as my witness So on my Libra scale I'm weighin' sins and forgiveness What goes around comes around like a hula hoop Karma is a bitch? Well, just make sure that bitch is beautiful Life on the edge, I'm danglin' my feet I tried to pay attention but attention paid me Haters can't see me: nose-bleed seats And today I went shoppin' and talk is still cheap I rock to the beat of my drum set I been at the top for a while and I ain't jump yet But I'm Ray Charles to the bullshit Now jump up on that dick and do a full split!  [Hook: Drake] Uh, she just started to pop it for a nigga And looked back and told me, ""Baby, it's real."" And I say, ""I ain't doubt you for a second."" I squeeze it and I could tell how it feel I wish we could take off And go anywhere but here, baby, you know the deal ‘Cause she bad so maybe she won't Uh, but shit, then again, maybe she will Do it for the realest niggas In the fuckin' game right now, she will Do it for the realest niggas In the fuckin' game right now, she will Maybe for the money and the power And the fame right now, she will Do it for the realest niggas In the fuckin' game right now, she will  [Verse 2: Lil Wayne] I tell her, ""Now go and pop that pussy for me!"" Haters can't see me, but them bitches still lookin' for me And you could take it to the bank and deposit that Put your two cents in and get a dollar back Some people hang you out to dry like a towel rack I'm all about I, give the rest of the vowels back I like my girl thick, not just kinda fine Eat her 'til she cry, call that ""wine and dine"" Try to check me and I'ma have 'em checkin' pulses They say ""choose wisely,"" that's why I was chosen Rockin' like the asphalt, it's the cash fault Looked in the face of Death and took its mask off Now I like my house big and my grass soft I like my girl's face south and her ass north But I'm Ray Charles to the bullshit Now hop up on that dick and do a full split!  [Hook: Drake] Uh, she just started to pop it for a nigga And looked back and told me, ""Baby, it's real."" And I say, ""I ain't doubt you for a second."" I squeeze it and I could tell how it feel I wish we could take off And go anywhere but here, baby, you know the deal ‘Cause she bad so maybe she won't Uh, but shit, then again, maybe she will Do it for the realest niggas In the fuckin' game right now, she will Do it for the realest niggas In the fuckin' game right now, she will Maybe for the money and the power And the fame right now, she will Do it for the realest niggas In the fuckin' game right now, she will  "

Lil Wayne|A Milli|"  [Produced by Bangladesh]  [Intro] Young Money! You dig? Mack, I'm going in  [Verse 1] A millionaire, I'm a Young Money millionaire Tougher than Nigerian hair My criteria compared to your career just isn't fair I'm a venereal disease, like a menstrual, bleed Through the pencil, I leak on the sheet of the tablet in my mind ‘Cause I don't write shit, ‘cause I ain't got time ‘Cause my seconds, minutes, hours go to the almighty dollar And the almighty power of that ch-cha-cha-chopper Sister, brother, son, daughter, father; mother-fuck a copper Got the Maserati dancin' on the bridge, pussy poppin' Tell the coppers: ""Ha-ha-ha-ha You can't catch him, you can't stop him"" I go by them goon rules: if you can't beat 'em, then you pop 'em You can't man 'em, then you mop 'em You can't stand 'em, then you drop 'em You pop 'em ‘cause we pop 'em like Orville Redenbacher  [Hook] Motherfucker, I'm ill  [Verse 2] A million here, a million there Sicilian bitch with long hair, with coke in her derriere Like smoke in the thinnest air I open the Lamborghini, hopin' them crackers see me Like, ""Look at that bastard Weezy!"" He's a beast, he's a dog, he's a mothafuckin' problem Okay, you're a goon, but what's a goon to a goblin? Nothin', nothin', you ain't scarin' nothin' On some faggot bullshit: call 'em Dennis Rodman Call me what you want, bitch! Call me on my Sidekick! Never answer when it's private, damn, I hate a shy bitch Don't you hate a shy bitch? Yeah, I ate a shy bitch And she ain't shy no more: she changed her name to My Bitch Yeah, nigga, that's my bitch, so when she ask For the money when you through, don't be surprised, bitch! It ain't trickin' if you got it But you like a bitch with no ass: you ain't got shit Motherfucker, I'm ill, not sick And I'm okay, but my watch sick, yeah, my drop sick Yeah, my Glock sick, and my knot thick — I'm it  [Hook] Motherfucker, I'm ill  [Verse 3] They say I'm rappin' like B.I.G., Jay, and 2Pac André 3000, where is Erykah Badu at? Who that? Who that said they gon' beat Lil Wayne? My name ain't Bic, but I keep that flame, man Who that one that do that, boy? You knew that, true that, swallow And I be the shit, now you got loose bowels I don't owe you like two vowels But I would like for you to pay me by the hour And I'd rather be pushin' flowers Than to be in the pen sharin' showers Tony told us this world was ours And the Bible told us every girl was sour Don't play in her garden and don't smell her flower Call me Mr. Carter or Mr. Lawn Mower Boy, I got so many bitches, like I'm Mike Lowrey Even Gwen Stefani said she couldn't doubt me Motherfucker, I say: ""Life ain't shit without me."" Chrome lips pokin' out the coupe, look like it's poutin' I do what I do, and you do what you can do about it Bitch, I can turn a crack rock into a mountain — dare me! Don't you compare me, ‘cause there ain't nobody near me They don't see me but they hear me They don't feel me but they fear me; I'm illy, C3, 3 Peat  "

Lil Wayne|No Worries|"  [Hook: Detail] You can look me in my face (I ain't got no worries) (I ain't got no worries) (I ain't got no worries) See the sh-rooms keep me up (I ain't got no worries) (I ain't got no worries) (I ain't got no worries) You see money right there, yeah that's Tunechi right there (turn up) Yeah that's Mack Maine right there, and we ain't got no worries You see pussy right there redbone mangos right there See them sh-roomies right there we ain't got no worries  [Verse 1: Lil Wayne] Tunechi in this bitch, e'rybody should be worried Them pussy niggas be purring, bitches be diggin' me I feel buried And if she make this dick hard, she woke up a sleeping giant Man your bitch speak in tongues every time we speak in private Hope your barber shop open cause we got hair triggers Smoke so much that Smokey the Bear’ll have to bear with us And that Jeep with the doors off that means that bitch sleep All these bitches think they’re the shit, I’ll send them up shit’s creek You see Tunechi right here, give me brain ideas It's ok if you turn up just don't turn off my light years All I know is I do it what I'm smoking I grew it B’s up, Blood Gang; Piru it, and all rats gotta die even Stuart On my private jet and my stewardess is your bitch nigga, bitch Nigga I know gold-diggers and ditch-diggers You don't get dissed, you get disfigured She say sorry I didn't shave so that pussy a little furry I put that pussy in my face: I ain't got no worries Tunechi  [Hook: Detail] You can look me in my face (I ain't got no worries) (I ain't got no worries) (I ain't got no worries) See the sh-rooms keep me up (I ain't got no worries) (I ain't got no worries) (I ain't got no worries) You see money right there, yeah that's Tunechi right there (turn up) Yeah that's Mack Maine right there, and we ain't got no worries You see pussy right there redbone mangos right there See them sh-roomies right there we ain't got no worries  [Verse 2: Lil Wayne] We ain't got no worries She bad as a hooker, so she ain't got no worries She want me to eat her sugar, I say ""Why you in a hurry?"" She say ""Why you asking questions?"" I say ""Bitch you trynna be funny!"" Now take your fucking clothes off, let me see that Donkey Kong I swing your ass back and forth, back and forth on my monkey bar That camel toe that camel toe, no worries no panty-hose These niggas falling off like baggy clothes, I smoke more than a magic show I swear I saw my ho, I swear she was with my ho You know I fuck them both, sore pussy and sore throat Bitch it's Tunechi and I'm out chea, no worries no worries I would talk about my dick, but man that shit be a long story YEAHHH, OHH SHIT, I'M UP, YEAHH, YOUNG MULA BABY!  [Hook: Detail] You can look me in my face (I ain't got no worries) (I ain't got no worries) (I ain't got no worries) See the sh-rooms keep me up (I ain't got no worries) (I ain't got no worries) (I ain't got no worries) You see money right there, yeah that's Tunechi right there (turn up) Yeah that's Mack Maine right there, and we ain't got no worries You see pussy right there redbone mangos right there See them sh-roomies right there  "

Lil Wayne|Blunt Blowin'|  [Verse 1] I live it up like these are my last days If time is money, I'm an hour past paid Ugh, gunpowder in my hourglass Niggas faker than some flour in a powder bag Yeah, I put it down like my hands hurting I'm on a natural high, but I land perfect Some of us are lovers, most of y'all haters But I put up a wall, and they just wallpaper So love or hate me, I stay hate-free They say we learn from mistakes; why, that's why they mistake me I got some weight on my shoulders, to me it's like feathers All hail Weezy, call it bad weather I stick to the script, I memorize the lines Cause life is a movie that I've seen too many times You're on the outside looking in, close the blinds And they say never say never, but fuck it, nevermind I've been gone too long, true or false, right or wrong Hello Weezy, welcome home, yeah  [Hook] x2 I'mma blunt blowin', Polo drawers showin' I don't give a lovely motherfuck ass nigga With my money growing, no matter where you going You don't need a bus pass for me to bust yo ass, nigga  [Verse 2] Stunna, I got 'em, I'm back on them bitches All about my riches, my name should be Richard Cut the bullshit out, I'm Edward with the scissors Life is a choice, and death is a decision Times have changed, but fuck it get a new watch I still got the vision like a line between two dots Young Money's eating, the label getting fatter And yea, the tables turned, but I'm still sitting at 'em I'm a bad motherfucker cause the good die young Everybody selling dreams, I'm too cheap to buy one Man, when that cookie crumble, everybody want a crumb Shoot that hummingbird down, hummingbird don't hum Yea, big money, big money, deep pockets Money talks, and motherfuckers eavesdropping Bunch of bloods, you could call it blood clotting Eastside, MOB Piru Damu  [Hook] I'mma blunt blowin', Polo drawers showin' I don't give a lovely motherfuck ass nigga With my teeth glowing, I'm on my Deebowin' You don't need a bus pass for me to bust yo ass, nigga  [Verse 3] Light that Ashton Kutcher, I'm a limit pusher See y'all dead meat, and me I'm just a butcher I do it for the money, man I am such a hooker And freedom was my girl, until they fucking took her You can look into the future, it's right behind your eyelids But I don't wanna know, cause shit I like surprises Why that, why this, why you on that why shit? Motherfucker ask me why, I say YM Beach bum, call me Ocean Drive Slim Drop the top, look up and make the sky grin Young Mula, skinnies and some Supras Belly of the beast 'til it puke us, motherfucker  [Hook] I'mma blunt blowin', Polo drawers showin' I don't give a lovely motherfuck ass nigga With my money growing, no matter where you going You don't need a bus pass for me to bust yo ass, nigga  [Outro] I've been gone too long True or false, right or wrong Hello Weezy, welcome home It's Young Mula, baby  

