Artist|Song|Lyrics
Chance The Rapper|2017 Grammy's Best New Artist Speech|  Glory be to God. I claim this victory in the name of the Lord. I want to thank God for my mother and my father who've supported me since I was young. For Kiersten, for Kinsley, for all of Chicago. And I wanna thank God for putting amazing people in my life like Pete and Pat who have carried me since 2012. I know a lot of times I talk about my independence and people think it had something to do with... oh I'ma talk, y'all can play the music if you want. I wanna thank God for my team. I know people think that independence means you do it by yourself, but independence means freedom. I do it with these folks right here.  Glory be to God, I claim the victory in the name of the Lord, let's go!  
Chance The Rapper|2017 Grammy's Best Rap Album Speech|  Uh, I didn't think that... I didn't think that we were gonna get this one so I don't have cool stuff to say this time... I just... once again I wanna thank God for everything that he's accomplished for me, everything that he's went through with me. I wanna thank him for my father, for my mother, for my brother, Taylor Bennett. For my friends like Justin Cunningham and [?] and Darius White. And this is for every indie artist, everybody who's been doing this mixtape shh stuff for a long ass time. Shouts out to DJ Drama for doing it first! He put in that time. Shouts out to every independent artist out there. Shouts out to SoundCloud for holding me down. It's another record, baby!  
Chance The Rapper|2017 Grammy's Best Rap Performance Speech|  Yo, Andrew Barber! I just wanna say thank you to my team, for being here.... shit this is crazy... sorry uh, thank God for this, damn I'm shaking, this is crazy. Thank you everybody for supporting me. Thank you [?]. Oh... wooo! I love my family, I love God and I love music. Thank you, guys!  
Chance The Rapper|2017 in Australia 2016 in Chi|  Samurai Jack Kangaroo Jack Hungry Jack  
Chance The Rapper|2017 (in Australia) - A Poem|  Samurai Jack Kangaroo Jack Hungry Jack  
Chance The Rapper|22 Offs|  [Produced by Flying Lotus]  [Verse] 22 Offs... I'm off the nog, I'm off the Loko I'm off that local, I'm on that global I often had dreams of being locked in my momma's Volvo Watching the garage burn down, I'm off the codo I'm off the top, I'm off some pot, I'm off Ciroc I'm off a lot, they gave me 10 Days off That's an awful lot, I was off campus, but the officer Told the office, that he saw me from the parking lot But it's all good, I'm off that I'm just finna off his ass, off of the Ave while rocking all black Dip off and hide the garbage bags in the dip spot Just to make sure that I don't get caught Buying hella bug spray, making sure I get off They told me go on and rock it, I told them that it's lift off How all my homies get caught, picked off by a dick cop Why you allowing hiccups, why you just didn't slip off? And now I'm at the precinct, and I'm off of my square Having a white cop beat me while he offers me squares You gon' torture me yeah? Well that's awfully fair All for nothing, tryna tweak me like you offering years Bitch I ain't scared, I'm already here Tell ya partners and ya friends, the next coffin is theirs Guess what bitch, I'm from internal affairs Looking for crooked cops, to tweak so I can offer 'em years Have me tweaking, like I'm all full of fear... alright, I'm tweaking  
Chance The Rapper|Acid Rain|"  [Produced by Jake One]  [Intro] Chance's ""NaNa"" ad-lib  [Verse] Kicked off my shoes, tripped acid in the rain Wore my jacket as a cape, and my umbrella as a cane The richest man rocks the snatch-less necklace Spineless bitches in backless dresses Wore my feelings on my sleeveless My weed seedless, my trees leafless I miss my diagonal grilled cheeses And back when Mike Jackson was still Jesus Before I believed in not believing in Yeah, I inhaled, who believed in me not breathing in Cigarette stained smile all covered in sin My big homie died young; just turned older than him I seen it happen, I seen it happen, I see it always He still be screaming, I see his demons in empty hallways I trip to make the fall shorter Fall quarter was just a tall order And I'm hungry, I'm just not that thirsty As of late, all my verses seem not so verse-y And all my words just mean controversy Took the team up off my back, like ""That's not your jersey?"" Stressin', pullin' my hair out, hoping I don't get picked All this medicine in me hoping I don't get sick Making all of this money hoping I don't get rich Cause niggas still getting bodied for foams Sometimes the truth don't rhyme Sometime the lies get millions of views Funerals for little girls, is that appealing to you? From your cubicle desktop, what a beautiful view I think love is beautiful too Building forts from broken dams, what a hoover could do For future hoopers dead from Rugers Shooting through the empty alley Could've threw him an alley-oop Helping him do good in school Damn that acid burn when it clean ya I still miss being a senior And performing at all those open mic events Eyes closed, eyes closed seeing arenas And I still get jealous of Vic And Vic's still jealous of me But if you touch my brother All that anti-violence shit goes out the window along with you And the rest of your team Smoking cigarettes to look cooler I only stop by to look through ya And I'm only getting greedier And I'm still Mr. Youmedia And I still can't find Talent And I'm still choosing classmates that wouldn't fuck Mom still thinks I should go back to school And Justin still thinks I'm good enough And Mama Jan still don't take her meds And I still be asking God to show his face And I still be asking God to show his face  [Outro] I am a new man, I am sanctified Oh, I am holy, I have been baptized I have been born again, I am the White Light Rain, rain don't go away  "
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
Chance The Rapper|Blessings (The Save Money Prayer)|  [Refrain] Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear Father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  [Verse 1] Chance The Rapper, song singer Senior bong steamer Light up hot wheels Locked up wrong steamer Dreamer long beamers Our neighbors their lawns greener We wrestle with envy then act up John Cena Chancellor Bennett referred to as word chemist The bourbon and slurred sentences Is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young just turned older than him Getting hyped up got them bad bitches on it Getting knocked up off a nigga bad luck Getting scared now with them IRS audits All the tax money that I didn’t add up That I didn’t get yet but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga  got ah ah Hell yeah I’ll always get a pic with y’all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y’all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it comes out in a month Chance the astounding class clown Turned out to amounting to something And that’s something 3001, ah  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Verse 2] Knock knock said the fist to the world, shine sun through the mist and debris Bang bang said the fist to the young, silence from the lips of the free Say something important, say something important, make money the end of the week But that shit coming soon, I’m getting hungry, might sell out in a couple of weeks But my crib they buckin’ and they just called Buddy, that’s lil bro Even though last time we spoke, we was arguing, but we still stay close Ask God to watch the squad on God, battle niggas to the death, alright Fuck your squad and the whole facade I ain’t never scared of where a nigga reside Extra mild sauce on the side, extra mileage on the ride Express, I'mma grab my chain, cause it’s extra violence all on the nine Ten days, that’s an awful lot, eleven squares in like fifteen minutes Sixteens when that album comes, spit twelve real quick for a listening picnic, igh!  [Hook] I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up I count my blessings too often My best friends on one hand My sheep when I’m done here Gotta get up, get up  [Refrain] Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam Heads bowed for the curly haired sons of Abraham Dear father, guide all my brothers away from Sam If they ever get caught let's hope they shake that jam If they ever get caught let's hope they shake that jam Shake that jam  
Chance The Rapper|All Night (Louis The Child Remix)|                        Lyrics for this song have yet to be released. Please check back once the song has been released.                    
